name	CHE_AS	CHE_IF	HKG_AS	HKG_IF	IND_AS	IND_IF	SWE_AS	SWE_IF	USA_AS	USA_IF
Deinococcus sp. KNUC1210	17	4	75	37	44	6	14	12	4	4
Deinococcus sp. NW-56	13	2	58	36	37	7	6	17	6	3
Deinococcus sp. QL22	21	3	50	30	28	10	5	7	2	1
Deinococcus sp. TS-293	17	5	54	39	36	10	7	20	4	4
Deinococcus wulumuqiensis	12	0	60	22	25	11	11	20	11	2
Delepquintavirus DLP5	0	0	0	0	0	0	0	0	0	0
Delftia acidovorans	149	210	184	182	173	74	108	200	74	117
Delftia lacustris	142	126	222	335	285	46	99	131	93	90
Delftia sp. Cs1-4	39	22	18	19	17	10	32	29	19	13
Delftia sp. HK171	8	14	10	18	9	8	4	20	4	13
Delftia sp. KV29	51	47	15	49	0	2	59	77	14	20
Delftia sp. WY8	5	0	0	1	1	1	1	3	2	4
Delftia tsuruhatensis	130	208	131	183	159	45	112	222	67	102
Delmidovirus copri	0	0	0	0	0	0	0	0	0	0
Delmidovirus intestinihominis	0	0	0	0	0	0	0	0	0	0
Delmidovirus splanchnicus	0	0	0	0	0	0	0	0	0	0
Deltatectivirus wheeheim	0	0	0	0	0	0	0	0	0	0
Demequina sp. TMPB413	27	4	55	57	21	12	9	19	11	7
Demosthenesvirus demosthenes	0	0	0	0	0	0	0	0	0	0
Demosthenesvirus katyusha	0	0	0	0	1	0	0	0	0	0
Dendoorenvirus RG2014	0	0	0	0	0	0	0	0	0	0
Dendrobium chlorotic mosaic virus	0	0	0	0	0	0	1	0	0	0
Denitratisoma oestradiolicum	176	74	146	107	163	147	287	120	87	89
Denitratisoma sp. DHT3	187	73	148	150	276	66	166	70	98	68
Denitrobacterium detoxificans	5	7	17	16	13	10	4	12	3	1
Denitrovibrio acetiphilus	0	0	0	0	0	0	0	0	0	0
Denvervirus dv9183	0	0	0	0	0	0	0	0	0	0
Dermabacter jinjuensis	10	5	41	36	18	6	1	5	6	3
Dermabacter vaginalis	23	4	28	16	11	5	6	9	3	1
Dermacoccus nishinomiyaensis	112	17	92	108	52	10	50	33	16	9
Dermacoccus sp. PAMC28757	81	13	63	76	20	4	28	13	13	1
Dermatophilus congolensis	11	2	26	24	16	6	13	5	1	1
Deseoctovirus C1	0	0	0	0	0	0	0	0	0	0
Deseoctovirus DS8	0	0	0	0	0	0	0	0	0	0
Desulfarculus baarsii	0	0	0	0	0	0	0	0	0	0
Desulfatibacillum aliphaticivorans	13	4	103	43	32	17	13	4	14	6
Desulfitobacterium dehalogenans	0	0	0	0	0	0	0	0	0	0
Desulfitobacterium dichloroeliminans	0	0	0	0	0	0	0	0	0	0
Desulfitobacterium hafniense	7	4	18	10	7	11	2	15	3	2
Desulfitobacterium metallireducens	0	0	0	0	0	0	0	0	0	0
Desulfobacca acetoxidans	0	0	0	0	0	0	0	0	0	0
Desulfobacter hydrogenophilus	10	3	1093	325	15	19	6	9	2	4
Desulfobacter postgatei	0	0	0	0	0	0	0	0	0	0
Desulfobacula toluolica	0	0	0	0	0	0	0	0	0	0
Desulfobulbus oligotrophicus	3	9	120	116	21	135	4	40	7	54
Desulfobulbus oralis	14	4	90	49	33	37	3	11	8	15
Desulfobulbus propionicus	0	0	0	0	0	0	0	0	0	0
Desulfocapsa sulfexigens	0	0	0	0	0	0	0	0	0	0
Desulfococcus multivorans	17	5	110	113	51	50	3	10	7	9
Desulfocurvibacter africanus	0	0	0	0	0	0	0	0	0	0
Desulfofarcimen acetoxidans	0	0	0	0	0	0	0	0	0	0
Desulfoglaeba alkanexedens	0	0	0	0	0	0	0	0	0	0
Desulfohalobium retbaense	0	0	0	0	0	0	0	0	0	0
Desulfoluna sp. ASN36	14	5	79	31	34	23	5	15	7	7
Desulfolutivibrio sulfoxidireducens	23	9	95	79	37	66	10	22	12	8
Desulfomarina profundi	11	3	46	14	8	6	6	5	5	4
Desulfomicrobium baculatum	0	0	0	0	0	0	0	0	0	0
Desulfomicrobium orale	0	0	0	0	0	0	0	0	0	0
Desulfomicrobium sp. ZS1	14	20	376	495	23	319	8	142	7	42
Desulfomonile tiedjei	0	0	0	0	0	0	0	0	0	0
Desulfonema limicola	36	4	92	23	22	22	16	12	12	6
Desulfonema magnum	30	3	124	26	14	19	11	10	23	4
Desulforamulus ferrireducens	8	3	21	8	4	4	7	14	2	1
Desulforamulus reducens	0	0	0	0	0	0	0	0	0	0
Desulforamulus ruminis	0	0	0	0	0	0	0	0	0	0
Desulforapulum autotrophicum	0	0	0	0	0	0	0	0	0	0
Desulfosarcina alkanivorans	13	6	187	143	56	51	13	11	10	13
Desulfosarcina ovata	14	1	112	55	32	12	5	4	10	8
Desulfosarcina widdelii	18	4	185	153	52	43	11	10	9	11
Desulfoscipio gibsoniae	0	0	0	0	0	0	0	0	0	0
Desulfosediminicola flagellatus	14	3	38	16	21	15	12	10	5	7
Desulfosediminicola ganghwensis	8	6	51	20	9	13	12	6	6	4
Desulfosporosinus acidiphilus	0	0	0	0	0	0	0	0	0	0
Desulfosporosinus meridiei	0	0	0	0	0	0	0	0	0	0
Desulfosporosinus orientis	0	0	0	0	0	0	0	0	0	0
Desulfosporosinus youngiae	0	0	0	0	0	0	0	0	0	0
Desulfosudis oleivorans	0	0	0	0	0	0	0	0	0	0
Desulfotalea psychrophila	0	0	0	0	0	0	0	0	0	0
Desulfotomaculum nigrificans	0	0	0	0	0	0	0	0	0	0
Desulfovibrio desulfuricans	31	46	125	235	87	2778	11	432	18	468
Desulfovibrio fairfieldensis	13	13	55	68	19	46	2	28	9	19
Desulfovibrio ferrophilus	12	3	50	43	25	18	5	14	11	9
Desulfovibrio piger	10	48	67	283	35	120	5	146	10	20
Desulfovibrio sp. 86	13	15	37	57	14	152	3	169	8	321
Desulfovibrio sp. G11	9	9	49	71	19	119	3	43	6	22
Desulfovibrio sulfodismutans	0	0	0	0	0	0	0	0	0	0
Desulfovibrio vulgaris	12	8	75	69	55	192	10	57	7	20
Desulfurispirillum indicum	8	1	64	38	18	9	6	10	1	5
Desulfurivibrio alkaliphilus	0	0	0	0	0	0	0	0	0	0
Desulfurobacterium thermolithotrophum	0	0	0	0	0	0	0	0	0	0
Desulfurococcus amylolyticus	1	0	0	0	1	0	0	0	0	0
Desulfurococcus mucosus	0	0	0	0	0	0	0	0	0	0
Desulfuromonas soudanensis	26	5	113	68	45	17	19	10	14	4
Desulfuromonas sp. AOP6	16	1	82	34	35	16	6	7	8	6
Desulfuromonas sp. DDH964	22	6	136	77	58	27	12	12	21	14
Desulfuromonas versatilis	32	5	169	96	88	30	15	7	22	9
Devosia beringensis	47	9	81	78	54	14	26	7	22	15
Devosia ginsengisoli	59	16	106	92	60	13	14	14	24	13
Devosia neptuniae	41	13	94	86	62	10	23	11	22	13
Devosia oryziradicis	30	8	75	58	50	3	18	7	22	9
Devosia rhizoryzae	52	6	60	63	38	10	32	7	18	6
Devosia salina	52	13	103	86	46	12	23	14	25	9
Devosia sp. 1566	38	2	72	83	50	12	19	4	29	6
Devosia sp. A16	410	43	158	151	169	23	256	14	93	26
Devosia sp. I507	31	6	88	86	47	17	26	12	23	9
Devosia sp. JXJ CY 41	47	15	89	99	47	12	24	13	35	10
Devosia sp. MC521	18	5	55	39	26	7	15	6	16	2
Devosia sp. SL43	54	10	89	77	49	18	34	18	19	7
Devriesea agamarum	7	4	32	19	12	6	10	5	4	1
Dexdertvirus dexdert	0	0	0	0	0	0	0	0	0	0
Dexdertvirus GTE6	0	0	0	0	0	0	0	0	0	0
Dhakavirus ime348	0	0	0	0	0	0	0	0	0	0
Dhakavirus mx01	0	0	0	0	0	0	0	0	0	0
Dhakavirus vr5	0	0	0	0	0	0	0	0	0	0
Dhillonvirus EK99P1	0	0	0	0	0	0	0	0	0	0
Dhillonvirus HK578	0	0	0	0	0	0	0	0	0	0
Dhillonvirus SO1	0	0	0	0	0	0	0	0	0	0
Dhillonvirus YD2008s	0	0	0	0	0	0	0	0	0	0
Diadromus pulchellus toursvirus	0	0	0	0	0	0	0	0	0	0
Dialister hominis	0	14	14	268	2	113	1	58	0	12
Dialister massiliensis	0	30	13	254	5	113	0	71	0	13
Dialister pneumosintes	6	9	7	11	6	18	2	40	2	4
Diaminobutyricimonas sp. LJ205	25	9	59	46	19	5	13	10	11	1
Diaphorobacter aerolatus	129	216	96	177	112	73	96	221	54	86
Diaphorobacter nitroreducens	45	98	38	74	44	155	27	97	22	50
Diaphorobacter ruginosibacter	96	172	115	154	111	37	85	150	43	77
Diaphorobacter sp. HDW4A	143	438	162	205	141	70	119	481	107	296
Diaphorobacter sp. HDW4B	138	384	97	181	118	57	110	326	69	224
Diaphorobacter sp. JS3050	32	213	22	105	29	320	28	258	41	176
Diaphorobacter sp. JS3051	40	353	48	147	66	190	20	404	18	156
Diaphorobacter sp. MNS-0	43	200	32	112	61	210	16	214	19	140
Diaporthe ambigua RNA virus 1	1	0	0	0	0	0	0	0	0	0
Diatom colony associated dsRNA virus 13	0	0	0	0	1	0	0	0	0	0
Diatom colony associated dsRNA virus 5	0	0	1	0	0	0	0	0	0	0
Diatom colony associated ssRNA virus 1	0	0	0	0	0	0	0	1	0	0
Diatraea saccharalis granulovirus	0	0	1	1	0	0	0	0	0	0
Dichelobacter nodosus	7	4	23	17	6	10	8	2	1	6
Dichorhavirus orchidaceae	0	0	0	1	0	0	0	0	0	0
Dickeya chrysanthemi	11	2	48	34	17	11	4	7	8	8
Dickeya dadantii	17	6	64	46	43	24	9	14	7	5
Dickeya dianthicola	14	8	56	38	30	20	5	10	8	8
Dickeya fangzhongdai	9	4	30	24	21	7	6	2	2	3
Dickeya oryzae	2	0	4	0	2	1	3	1	0	0
Dickeya parazeae	0	0	0	0	0	0	0	0	0	0
Dickeya poaceiphila	8	0	33	24	15	12	9	7	2	9
Dickeya solani	7	3	35	31	17	8	3	3	2	7
Dickeya sp. DW 0440	0	1	1	0	0	0	0	0	0	0
Dickeya sp. NCPPB 3274	6	2	23	10	10	5	4	2	2	1
Dickeya sp. Secpp 1600	1	0	9	5	0	1	3	1	0	0
Dickeya zeae	27	5	65	55	38	35	11	12	15	10
Dictyoglomus thermophilum	0	0	0	0	0	0	0	0	0	0
Dictyoglomus turgidum	0	0	0	0	0	0	0	0	0	0
Dictyostelium discoideum	0	0	0	0	0	0	0	0	0	0
Diegovirus POCJ13	0	0	0	0	0	0	0	0	0	0
Dietzia kunjamensis	30	3	64	46	38	17	8	8	11	9
Dietzia lutea	14	5	45	36	30	6	11	6	8	6
Dietzia psychralcaliphila	13	10	44	43	33	9	15	11	13	4
Dietzia sp. B32	29	3	51	41	24	8	18	8	8	8
Dietzia sp. DQ12-45-1b	1	0	1	3	1	1	0	0	1	0
Dietzia sp. oral taxon 368	27	3	47	58	31	6	10	22	10	7
Dietzia timorensis	9	4	53	31	43	7	10	11	4	4
Dinoroseobacter shibae	20	11	193	239	53	19	15	16	17	10
Diorhovirus copri	0	0	0	0	0	0	0	0	0	0
Diorhovirus intestinalis	0	0	0	0	0	0	0	0	0	0
Dishui lake phycodnavirus 1	0	0	0	1	0	1	0	0	0	0
Dissulfurimicrobium hydrothermale	8	2	18	11	7	7	2	1	5	1
Dissulfurispira thermophila	7	2	18	4	4	4	2	8	6	3
Dokdonella koreensis	0	0	0	0	0	0	0	0	0	0
Dokdonia donghaensis	0	0	0	0	0	0	0	0	0	0
Dokdonia sp. 4H-3-7-5	16	5	21	1	4	8	24	5	9	10
Dokdonia sp. Dokd-P16	22	4	32	3	9	4	8	7	6	3
Dokdonia sp. MED134	9	2	15	3	2	3	6	4	3	4
Dokdonia sp. PRO95	10	2	23	0	10	3	19	4	4	2
Dolichospermum compactum	0	0	0	0	0	0	0	0	0	0
Dolichospermum flos-aquae	0	0	0	0	0	0	0	0	0	0
Dolichospermum heterosporum	0	0	0	0	0	0	0	0	0	0
Dolichospermum sp. UHCC 0315A	6	0	5	5	4	1	6	2	1	0
Dolosigranulum pigrum	10	3	28	7	13	5	7	32	5	3
Donellivirus gee	0	0	0	0	0	0	0	0	0	0
Dongdastvirus Axy04	0	0	0	0	0	0	0	0	0	0
Dongshaea marina	7	8	48	25	15	45	3	4	5	9
Dorea formicigenerans	14	221	75	388	13	290	10	603	5	130
Dorea longicatena	106	880	186	1080	27	807	33	2897	13	472
Doucettevirus B22	0	0	0	0	0	0	0	0	0	0
Doucettevirus doucette	0	0	0	0	0	0	0	0	0	0
Draconibacterium halophilum	25	4	490	13	31	36	16	22	7	35
Draconibacterium orientale	41	10	1127	34	37	54	31	41	14	53
Drechmeria coniospora	31	9	110	62	53	11	19	5	22	12
Drivevirus gastrointestinalis	0	0	0	0	0	0	0	0	0	0
Drosophila innubila nudivirus	0	0	0	0	0	0	0	0	1	0
Drosophila melanogaster nudivirus A	0	0	0	0	0	0	0	0	0	0
Drosophila melanogaster nudivirus B	0	0	0	0	0	0	0	0	0	0
Drosophila melanogaster nudivirus C	0	0	0	0	0	0	0	0	0	0
Drulisvirus altogao	0	0	0	0	0	0	0	0	0	0
Drulisvirus BO1E	0	0	0	0	0	0	0	0	0	0
Drulisvirus KP34	0	0	0	0	0	0	0	0	0	0
Drulisvirus KPRio2015	0	0	0	0	0	0	0	0	0	0
Drulisvirus KpV41	0	0	0	0	0	0	0	0	0	0
Drulisvirus KpV71	0	0	0	0	0	0	0	0	0	0
Drulisvirus KpV74	0	0	0	0	0	0	0	0	0	0
Drulisvirus minorna	0	0	0	0	0	0	0	0	0	0
Drulisvirus myPSH1235	0	0	0	0	0	0	0	0	0	0
Drulisvirus SFN6B	0	0	0	0	0	0	0	0	0	0
Duamitovirus scsc6	0	0	0	0	0	0	0	0	0	0
Duganella dendranthematis	78	38	158	113	124	33	59	53	31	41
Dunaliella viridis virus SI2	1	0	1	0	0	0	0	0	0	0
Duncaniella dubosii	10	13	36	15	9	40	8	40	5	10
Duncaniella sp. C9	0	0	0	0	1	0	0	1	0	0
Dyadobacter fermentans	0	0	0	0	0	0	0	0	0	0
Dyadobacter sandarakinus	39	2	86	10	34	13	25	11	21	5
Dyadobacter sp. CY22	36	5	63	11	28	12	27	9	19	8
Dyadobacter sp. CY399	43	6	62	19	17	12	37	7	16	8
Dyadobacter sp. LJ419	46	7	100	18	13	11	41	14	21	7
Dyadobacter sp. NIV53	70	8	87	7	33	12	68	9	33	18
Dyella caseinilytica	32	7	124	91	36	12	36	11	24	6
Dyella japonica	0	0	0	0	0	0	0	0	0	0
Dyella sp. M7H15-1	37	7	88	77	43	18	35	14	21	9
Dyella telluris	32	13	114	95	58	22	38	17	31	12
Dyella terrae	41	12	110	83	43	16	46	12	21	14
Dyella thiooxydans	61	16	160	141	104	51	55	20	46	16
Dyoiotapapillomavirus 2	0	0	0	0	0	0	0	0	0	0
Dysgonomonas sp. HDW5A	6	5	25	2	3	16	3	150	3	17
Dysgonomonas sp. HDW5B	8	6	21	2	6	12	3	204	7	22
Dysosmobacter sp. Marseille-Q4140	12	47	57	90	31	115	5	217	7	75
Dysosmobacter welbionis	12	203	57	451	21	197	13	645	4	240
Eagleeyevirus eagleeye	0	0	0	0	0	0	0	0	0	0
Eastlansingvirus Sf12	0	0	0	0	0	0	0	0	0	0
Echinicola marina	42	5	105	10	16	14	44	7	19	9
Echinicola rosea	28	8	89	9	16	9	15	10	21	8
Echinicola soli	15	2	83	8	20	9	19	10	8	6
Echinicola sp. 20G	34	2	91	6	16	9	21	13	10	6
Echinicola strongylocentroti	22	4	84	9	20	12	14	8	14	8
Echinicola vietnamensis	0	0	0	0	0	0	0	0	0	0
Ectocarpus siliculosus virus 1	0	0	1	2	0	0	0	0	0	0
Ectothiorhodosinus mongolicus	7	0	90	46	29	8	1	5	3	1
Ectothiorhodospira haloalkaliphila	18	4	192	150	70	15	7	7	12	9
Ectothiorhodospira sp. BSL-9	12	4	112	117	75	8	14	11	8	5
Edaphobacter flagellatus	13	0	26	16	23	8	6	3	7	3
Edaphobacter lichenicola	19	1	29	19	22	1	6	4	8	3
Edaphobacter sp. 12200R-103	25	5	42	28	30	8	7	2	6	2
Edaphobacter sp. 4G125	9	1	24	21	14	6	2	3	7	2
Edenvirus eden	0	0	0	0	0	0	0	0	0	0
Edwardsiella anguillarum	0	0	0	0	0	0	0	1	0	0
Edwardsiella hoshinae	11	3	36	39	16	22	10	7	7	4
Edwardsiella ictaluri	6	7	39	38	19	16	7	10	8	19
Edwardsiella piscicida	1	2	8	1	9	9	2	2	3	1
Edwardsiella sp. EA181011	0	0	2	1	1	2	0	0	0	0
Edwardsiella sp. LADL05-105	0	0	0	0	0	0	1	0	0	0
Edwardsiella tarda	20	5	57	56	31	32	13	7	10	7
Efbeekayvirus P184	0	0	0	0	0	0	0	0	0	0
Effusibacillus dendaii	8	1	30	8	7	6	8	5	1	2
Efkovirus efeko	0	0	0	0	0	0	0	0	0	0
Efquatrovirus EF3	0	0	0	0	0	0	0	0	0	0
Efquatrovirus SANTOR1	0	0	0	0	0	0	0	0	0	0
Efquatrovirus SHEF2	0	0	0	0	0	0	0	0	0	0
Efquatrovirus SHEF4	0	0	0	0	0	0	0	0	0	0
Eggerthella guodeyinii	15	6	35	63	44	12	7	19	8	4
Eggerthella lenta	27	60	75	401	46	51	12	104	11	40
Eggerthella sp. YY7918	8	7	25	18	10	8	3	16	1	6
Eggplant mottled crinkle virus	0	0	1	0	0	0	0	0	0	0
Egibacter rhizosphaerae	27	5	99	56	56	7	13	9	18	10
Egicoccus halophilus	27	8	112	77	62	9	20	14	22	11
Ehrlichia canis	8	2	14	1	3	2	6	5	5	2
Ehrlichia chaffeensis	6	3	12	1	3	2	3	5	7	1
Ehrlichia muris	0	0	0	0	0	0	0	0	0	0
Ehrlichia ruminantium	12	6	48	8	9	6	1	14	15	2
Ehrlichia sp. HF	4	0	6	0	3	5	1	2	2	2
Eikenella corrodens	20	11	36	35	21	14	9	16	6	13
Eikenella exigua	2	1	12	13	9	2	2	6	0	3
Eimeria stiedai RNA virus 1	0	0	0	0	0	0	0	1	0	0
Elephant endotheliotropic herpesvirus 4	0	0	3	0	1	0	0	0	0	0
Elephant endotheliotropic herpesvirus 5	0	0	1	0	0	0	0	0	0	0
Elephantid betaherpesvirus 1	0	0	0	0	1	0	0	0	0	0
Elioraea tepida	34	8	91	79	143	15	16	7	38	17
Elizabethkingia anophelis	62	34	100	20	41	35	98	74	28	119
Elizabethkingia bruuniana	8	10	7	1	6	3	9	17	3	13
Elizabethkingia meningoseptica	28	11	60	11	26	20	30	20	25	46
Elizabethkingia miricola	30	11	39	8	12	11	22	23	9	53
Elizabethkingia sp. 2-6	9	5	10	1	5	0	6	8	1	8
Elizabethkingia sp. JS20170427COW	24	7	37	10	40	8	36	22	17	57
Elizabethkingia sp. M8	12	7	18	3	0	13	7	55	8	77
Elizabethkingia ursingii	20	4	21	3	10	4	15	10	6	10
Elpedvirus LpeD	0	0	0	0	0	0	0	0	0	0
Elusimicrobium minutum	0	0	0	0	0	0	0	0	0	0
Elvirus EL	0	0	0	0	0	0	0	0	0	0
Emalynvirus cozz	0	0	0	0	0	0	0	0	0	0
Emaravirus tritici	1	0	0	0	0	0	0	0	0	0
Emcearvirus gerard	0	0	0	0	0	0	0	0	0	0
Emdodecavirus M12	0	0	0	0	0	0	0	0	0	0
Emdodecavirus N3	0	0	0	0	0	0	0	0	0	0
Emergencia timonensis	8	3	17	16	11	17	5	38	7	11
Emiliania huxleyi virus 86	1	0	1	0	0	1	1	0	0	0
Empedobacter brevis	52	99	68	6	21	14	36	262	36	45
Empedobacter falsenii	45	361	40	18	6	21	25	1544	19	1033
Empedobacter stercoris	42	179	62	9	21	15	37	534	28	111
Emticicia sp. 21SJ11W-3	59	3	85	11	27	4	30	10	23	15
Encephalitozoon cuniculi	0	0	0	0	0	0	0	0	0	0
Encephalitozoon hellem	0	0	0	0	0	0	0	0	0	0
Encephalitozoon intestinalis	0	0	0	0	0	0	0	0	0	0
Encephalitozoon romaleae	0	0	0	0	0	0	0	0	0	0
Endlipuvirus intestinihominis	0	0	0	0	0	0	0	0	0	0
Endomicrobium proavitum	5	0	16	2	4	8	3	2	1	1
endosymbiont of Acanthamoeba sp. UWC8	4	1	18	3	8	5	2	2	8	0
endosymbiont of Euscepes postfasciatus	1	1	7	1	1	4	0	1	2	1
endosymbiont of Pachyrhynchus infernalis	0	0	4	1	1	1	1	0	0	0
endosymbiont of Sipalinus gigas	0	0	2	2	0	1	1	0	0	1
endosymbiont of unidentified scaly snail isolate Monju	17	11	1216	1984	149	8	13	7	20	9
endosymbiont 'TC1' of Trimyema compressum	5	1	25	5	5	6	3	20	2	4
Endozoicomonas euniceicola	15	4	63	26	10	20	2	10	2	6
Endozoicomonas gorgoniicola	1	0	0	0	0	0	0	0	0	0
Endozoicomonas montiporae	0	0	0	0	0	0	0	0	0	0
Endozoicomonas sp. 4G	14	9	52	27	11	14	5	4	5	3
Endozoicomonas sp. Mp262	13	4	62	24	10	8	11	5	6	3
Endozoicomonas sp. SCSIO W0465	13	3	61	35	19	12	12	4	7	4
Eneladusvirus BF	0	0	0	0	0	0	0	0	0	0
Eneladusvirus Yen904	0	0	0	0	0	0	0	0	0	0
Enhodamvirus VC8	0	0	0	0	0	0	0	0	0	0
Enhodamvirus VP2	0	0	0	0	0	0	0	0	0	0
Enhodamvirus VP5	0	0	0	0	0	0	0	0	0	0
Enquatrovirus N4	0	0	0	0	0	0	0	0	0	0
Ensifer adhaerens	88	32	272	323	160	45	47	44	64	43
Ensifer alkalisoli	32	10	80	95	44	7	10	7	19	5
Ensifer mexicanus	22	7	113	113	65	11	16	9	17	7
Ensifer sojae	0	0	0	0	0	0	0	0	0	0
Ensifer sp. PDNC004	20	9	96	131	60	18	16	15	15	20
Ensifer sp. T173	8	4	18	21	11	3	3	5	4	3
Enterobacter asburiae	16	37	54	272	28	45	10	54	23	232
Enterobacter bugandensis	7	2	40	44	7	25	3	5	3	15
Enterobacter cancerogenus	17	6	50	86	24	29	13	13	6	42
Enterobacter chengduensis	5	0	21	49	6	6	3	6	2	36
Enterobacter chuandaensis	3	2	14	40	8	6	1	7	3	28
Enterobacter cloacae	61	55	188	1040	66	369	47	91	26	687
Enterobacter cloacae complex sp.	3	4	7	33	8	17	4	5	0	22
Enterobacter cloacae complex sp. AR_0002	0	0	0	0	0	1	0	0	0	0
Enterobacter cloacae complex sp. ECL112	0	0	1	1	0	1	0	0	0	0
Enterobacter cloacae complex sp. ECL352	0	0	0	2	1	0	0	0	0	0
Enterobacter cloacae complex sp. ECL404	0	0	0	0	0	2	0	0	0	0
Enterobacter cloacae complex sp. ECL405	2	3	4	3	2	2	0	5	0	9
Enterobacter cloacae complex sp. ECL411	0	0	0	0	0	0	0	0	0	1
Enterobacter cloacae complex sp. ECL414	0	3	3	3	0	1	0	2	0	3
Enterobacter cloacae complex sp. ECL68	2	6	5	31	1	13	2	2	1	7
Enterobacter cloacae complex sp. ECL72	0	1	1	2	0	2	0	0	0	1
Enterobacter cloacae complex sp. ECL78	0	0	0	0	0	0	0	0	1	0
Enterobacter cloacae complex sp. ECNIH7	1	3	0	9	2	10	0	4	0	14
Enterobacter cloacae complex sp. FDA-CDC-AR_0132	0	0	0	1	0	0	0	1	0	1
Enterobacter cloacae complex sp. FDA-CDC-AR_0164	0	0	0	1	1	0	0	2	0	2
Enterobacter cloacae complex sp. R_G8	1	0	2	4	2	1	0	0	0	3
Enterobacter hormaechei	33	58	87	423	51	190	18	99	20	248
Enterobacter huaxiensis	11	6	31	50	10	5	6	9	6	11
Enterobacter kobei	8	22	28	226	6	32	10	42	4	194
Enterobacter ludwigii	8	6	34	203	16	23	7	32	3	54
Enterobacter mori	8	8	48	125	20	21	3	16	5	297
Enterobacter oligotrophicus	4	1	19	39	6	6	4	2	5	12
Enterobacter phage phiEap-2	0	0	0	0	0	1	0	0	0	1
Enterobacter roggenkampii	13	49	55	867	40	201	11	122	6	485
Enterobacter sichuanensis	1	0	8	35	4	6	1	2	2	10
Enterobacter soli	4	3	15	111	6	4	5	11	4	123
Enterobacter sp. 155105	0	0	0	1	0	0	0	0	0	0
Enterobacter sp. 18A13	0	0	1	6	1	2	0	1	0	1
Enterobacter sp. AN-K1	0	0	0	2	1	1	0	1	0	0
Enterobacter sp. BIDMC 29	0	0	4	9	0	1	0	0	1	2
Enterobacter sp. BIDMC100	0	0	2	4	1	2	0	1	0	1
Enterobacter sp. Colony194	2	0	8	5	6	2	0	2	1	0
Enterobacter sp. CP102	6	1	19	55	7	6	3	6	0	21
Enterobacter sp. Crenshaw	0	0	0	1	1	1	0	0	0	1
Enterobacter sp. DNB-S2	1	0	2	3	2	1	0	1	0	2
Enterobacter sp. DSM 30060	0	2	0	1	0	0	0	3	0	0
Enterobacter sp. E20	0	1	2	1	1	0	0	1	0	3
Enterobacter sp. E76	3	0	6	8	2	2	3	3	0	3
Enterobacter sp. HK169	1	0	1	1	0	1	0	1	1	1
Enterobacter sp. JBIWA003	1	0	13	13	2	7	0	1	0	3
Enterobacter sp. JBIWA005	3	4	8	25	3	3	1	6	0	5
Enterobacter sp. JBIWA008	0	0	1	2	0	0	0	1	0	1
Enterobacter sp. JH25	0	0	0	1	0	0	0	0	0	1
Enterobacter sp. JUb54	13	7	50	54	13	13	9	9	5	10
Enterobacter sp. LU1	0	0	0	0	0	0	1	0	0	0
Enterobacter sp. MGH 14	0	1	0	0	0	0	0	0	0	0
Enterobacter sp. N18-03635	2	0	1	14	4	2	1	2	0	1
Enterobacter sp. ODB01	0	0	2	1	0	1	0	0	0	0
Enterobacter sp. RFL1396	0	0	0	1	0	0	0	0	0	0
Enterobacter sp. RHBSTW-00175	5	4	16	41	10	6	2	7	11	62
Enterobacter sp. RHBSTW-00422	1	0	0	0	0	0	0	0	0	1
Enterobacter sp. RHBSTW-00593	0	0	0	1	0	0	0	0	0	0
Enterobacter sp. RHBSTW-00975	0	0	2	4	1	2	0	0	0	1
Enterobacter sp. RHBSTW-00994	9	6	36	47	19	14	5	12	7	51
Enterobacter sp. SA187	11	4	43	37	19	13	6	11	4	10
Enterobacter sp. SES19	1	0	3	6	0	2	0	1	0	2
Enterobacter sp. SGAir0187	0	1	14	13	3	2	0	3	1	5
Enterobacter sp. YSU	0	1	0	0	0	1	0	0	0	0
Enterobacteria phage HK225	0	0	0	0	0	0	0	0	0	1
Enterobacteriaceae endosymbiont of Donacia bicoloricornis	3	0	3	1	0	0	1	0	1	1
Enterobacteriaceae endosymbiont of Donacia cincticornis	1	2	5	0	1	1	0	1	0	1
Enterobacteriaceae endosymbiont of Donacia cinerea	2	0	1	0	1	2	0	1	2	0
Enterobacteriaceae endosymbiont of Donacia clavipes	0	1	4	0	1	1	1	0	1	0
Enterobacteriaceae endosymbiont of Donacia crassipes	0	0	7	1	1	1	1	0	0	0
Enterobacteriaceae endosymbiont of Donacia dentata	1	0	3	0	1	0	0	1	0	0
Enterobacteriaceae endosymbiont of Donacia fulgens	1	0	2	0	0	0	3	0	0	0
Enterobacteriaceae endosymbiont of Donacia marginata	1	0	4	0	0	0	0	1	3	0
Enterobacteriaceae endosymbiont of Donacia piscatrix	3	0	2	1	1	1	1	1	0	0
Enterobacteriaceae endosymbiont of Donacia provostii	0	0	1	1	2	1	2	2	1	1
Enterobacteriaceae endosymbiont of Donacia proxima	0	1	2	0	0	0	0	0	0	1
Enterobacteriaceae endosymbiont of Donacia semicuprea	1	0	1	0	1	0	4	0	1	1
Enterobacteriaceae endosymbiont of Donacia simplex	0	1	2	0	0	2	3	1	2	1
Enterobacteriaceae endosymbiont of Donacia sparganii	1	0	3	0	0	0	0	1	1	0
Enterobacteriaceae endosymbiont of Donacia thalassina	2	1	3	1	1	2	0	2	1	0
